ID,Date_Found,Category,Severity,Title,Description,Root_Cause,Fix_Approach,Status,Date_Resolved,Verification,Refs
TODO-011,2026-07-12,testing,P2,WS-5: measure capability-corpus no-regression before/after the routing flip,"Before removing capability.yaml, prove the SPARQL/graph + document path answers the capability corpus at parity with the KB.",Forward work - ROADMAP-009 WS-5. Depends on TODO-010. Blocks TODO-012.,"DONE via a focused 16-Q measurement (scripts/measure_capability_routing.py: amenity + prose + guard). Method: OFF baseline, then flag ON (.env) + resp_cache flush + re-measure + --compare. FULL capability-corpus A/B (scripts/corpus_replay.py capability strata) still recommended before flipping the code default to true.",DONE,2026-07-13,"0 regressions flag OFF vs ON (see TODO-010 verification). Caught + fixed en route: consolidated-doc retrieval dilution (-> 24 per-topic docs), missing lay-term keywords, OpenAI-calibrated threshold on local MiniLM. Residual: wifi (0.248) covered by the KB safety net, not document retrieval.",scripts/corpus_replay.py; scripts/ontosage_qa_suite.py; tasks/GROUNDING_AND_HONESTY_FIXES_PLAN.md
TODO-012,2026-07-12,cleanup,P2,Remove capability.yaml + rewire indexer/router/tests/docs (the LAST step),"Once triples+documents reach parity and routing is SPARQL-first, capability.yaml is redundant; delete it for single-source. NOT safe until TODO-010 and TODO-011 are green - see FIX_TRACKER rows for why (7/8 of 36 migrated; router depends on the KB; ~11 tests reference it).","BLOCKED (not on local embeddings). TODO-010/011 are green (0 regressions) BUT with local MiniLM, document-only prose retrieval has gaps (wifi 0.248) so capability.yaml is RETAINED as the safety net (graph -> documents -> KB). VERIFIED 2026-07-14: EMBEDDING_PROVIDER=openai DOES fix wifi document retrieval (0.248 local -> retrieves at 1536-d; wifi->documents). BUT it is a FULL migration, not a flag flip: a global switch left OTHER collections mismatched (brick_schema=384, user_memory=3072, floor_plans, bldg2) which broke temp routing (->spaces listing) + GDPR (->generic LLM answer) + agent_memory (see CAVEAT-015), plus OpenAI embedding latency (GDPR timeout). UPDATE 2026-07-14: embedding blocker RESOLVED WITHOUT OpenAI - switched the LOCAL model to bge-large-en-v1.5 (INFRA-016). Prose now retrieves from documents reliably on local (wifi deterministic ->documents; 16-Q set 0 regressions, flag ON). Removal is now VIABLE ON LOCAL. Remaining before deletion: (1) FULL capability-corpus A/B (hundreds of Q, not just 16), (2) the rewiring work (capability_indexer/semantic_router/capability_agent drop _load_kb, capability_schema, building_paths, swap_building; ~11 tests; docs). The KB is now only a rarely-hit safety net (graph->documents->KB).","DONE (functional single path). Executed: (1) CAPABILITIES_TTL_FIRST default->true + removed the legacy Qdrant capability-KB probe & medium-band soft override from dialogue_agent (single routing path); (2) rewrote capability_agent to one chain metrics->ontology triples(ontosage:Amenity/KnowledgeTopic)->uploaded documents->honest 'no info' (dropped _load_kb/CapabilityKB/capability_matches); (3) removed the dead KB fallback in _capability_node; (4) migration script scripts/migrate_capability_yaml_to_ttl.py converts capability.yaml->ontosage triples (keywords->layTerms, content->answerText) - ran for bldg1 (36 triples), retired capability.yaml + 24 cap_*.md to .trash (5 real manuals kept); (5) fixed ~11 coupled tests + deleted obsolete test_capability_flat_layout.py + obsolete Phase-0 classes in test_survey_aligned_phases; (6) honesty floor aligned node doc-threshold 0.28->0.50 (local) so an irrelevant doc declines. DEFERRED (tracked TODO-016): excising the now-DEAD capability KB infra (capability_indexer boot wiring, semantic_router.classify/_get_kb, shared/capability_schema.py) - entangled with embedding_service/qdrant used by document search + agent memory; it no-ops harmlessly (no capability.yaml to index, no callers).",VERIFIED_LIVE,2026-07-28,Live bldg2 (zero capability.yaml): seeded a Cafe amenity + a Parking InformationTopic via the admin GUI endpoint POST /api/v1/admin/capabilities -> chat answers both 'from the building ontology (triples)'; wifi still from documents; sensors from metrics; 'is there a swimming pool?' honestly declines (no fabrication). Unit gate 519 passed/0 failed. bldg1 migration static-verified: 36 triples parse; all former prose topics (wifi/gdpr/fire/smoking/cctv/sustainability) match by layTerms.,"input/capability.yaml; orchestrator/services/capability_indexer.py; orchestrator/services/semantic_router.py; orchestrator/agents/capability_agent.py; shared/capability_schema.py; shared/building_paths.py; scripts/swap_building.py; tests/test_capability_e2e.py; tests/test_semantic_router.py; README.md; ONTOSAGE.md; CLAUDE.md; docs/CAPABILITY_ROUTING.md; tasks/TODO_012_CAPABILITY_YAML_REMOVAL_STEP.md (concrete step-by-step + go/no-go gate, 2026-07-28); scripts/migrate_capability_yaml_to_ttl.py; capability_agent.py; dialogue_agent.py; workflow/_orchestrator.py"
TODO-013,2026-07-12,grounding,P3,Migrate remaining STRUCTURAL capability entries to triples,A few capability.yaml entries are structural facts not yet migrated (schools_and_key_facilities: Makerspace/Trading Room/Cybersecurity Lab; an accessibility summary). Amenity coverage is otherwise complete (8 amenities).,Forward work - ROADMAP-009 WS-2 tail. Independent of TODO-010.,"Add ontosage:Amenity (or a new Facility class) instances to input/bldg1_capabilities.ttl for the key labs/facilities plus an accessibility summary, each with layTerms. Extend the vocab if a Facility class is warranted. Verify via SPARQL + a live question.",VERIFIED_LIVE,2026-07-30,"Audit 2026-07-30: superseded by TODO-012 completion — Makerspace, Trading Room, Cybersecurity Lab and accessibility all present as ontosage:Amenity/KnowledgeTopic triples in bldg1_capabilities.ttl (22 grep matches); capability.yaml deleted with nothing lost.",input/bldg1_capabilities.ttl; ontology/ontosage_capabilities.ttl
TODO-014,2026-07-12,feature,P3,"Guided capability-triple authoring GUI (admin console, WS-3)","Admins should author capability triples without hand-writing Turtle - a guided triple builder (subject/relationship/object with validation), reusing the sensor-registration pattern already in the admin console.","Forward work - ROADMAP-009 WS-3, optional nice-to-have. Independent.","New Capabilities tab in the admin console; POST /api/v1/admin/capabilities (validate -> write to a named graph -> flush cache), GET to list/edit/delete; mirror the databases/sensors handlers. Constrained vocab (ontosage: + Brick), SHACL/ontology validation before commit, system:admin only; live Turtle preview plus an advanced paste-Turtle mode.",VERIFIED_LIVE,2026-07-14,"Code complete + unit-tested + live-smoked. Backend: services/capability_admin.py (build_amenity_ttl guided Turtle builder + list/create/delete) and 3 system:admin endpoints GET/POST/DELETE /api/v1/admin/capabilities in main.py - guided form fields become a dual-typed ontosage:<Type>,ontosage:Amenity instance. Writes now go through input_ttl_store (file-as-truth, see FEAT-018) so they persist to input/<bldg>_capabilities.ttl and re-sync the graph. Frontend: Capabilities tab (frontend/src/components/admin/CapabilitiesTab.js) registered in AdminPortal.js. LIVE SMOKE (orchestrator restarted): logged in as admin -> POST TeaBar_F3 -> file mutated + list 13->14 -> chatbot answered 'Where can I get a cup of tea?' with the new Third Floor Tea Bar (grounded) -> DELETE -> file restored + .trash backup + list 14->13. Full unit suite 475 pass / 2 skip / 0 fail; flake8 clean; frontend eslint clean. NOTE: whitelisted ontosage: amenity vocab (no free-predicate/paste-Turtle mode). NOT committed (awaiting user review)., Done = an admin authors a capability as triples via the form (no Turtle), it validates, writes to a named graph, and is immediately SPARQL-answerable with no code change.",frontend/src/pages/AdminPortal.js; frontend/src/components/admin/CapabilitiesTab.js; orchestrator/main.py; orchestrator/services/capability_admin.py; orchestrator/services/input_ttl_store.py; orchestrator/services/ontology_manager.py; tests/test_admin_capability_endpoints.py
CAVEAT-015,2026-07-14,memory,P3,agent_memory user_memory collection dim mismatch (3072 vs active embedder),"Qdrant 'user_memory' collection is 3072-d (created under an OpenAI text-embedding-3-large config) but the active local embedder is 384-d, so agent_memory store/search fail with 'Vector dimension error: expected 3072, got 384' (400). Long-term conversation memory is degraded (non-blocking - chat still works).","Surfaced during the EMBEDDING_PROVIDER experiment (TODO-012). Likely pre-existing: user_memory was created with a different embedder than the active one; unlike capability_indexer, agent_memory does not rebuild on a dim mismatch.",Make agent_memory dim-aware: detect the existing collection vector size vs the active embedder dimension and DELETE+recreate on mismatch (mirror capability_indexer's 'dim mismatch -> rebuild'). Or one-off: delete the user_memory collection so it rebuilds at the active dim.,MITIGATED,2026-07-14,"Symptom cleared: user_memory deleted during the bge-large migration, rebuilds at 1024-d on next write. Root cause (agent_memory does not auto-rebuild on a dim change) still OPEN - a future model swap would re-trigger it; low priority.",orchestrator/services/agent_memory.py
INFRA-016,2026-07-14,infrastructure,P2,"Standardize local embeddings on bge-large-en-v1.5 (near-OpenAI quality, offline)","Local embedding model upgraded from all-MiniLM-L6-v2 (384-d, weak retrieval) to BAAI/bge-large-en-v1.5 (1024-d, MTEB retrieval ~54, near OpenAI), fully offline/free/private. Closes the local retrieval-quality gap that made document-only prose answering unreliable (wifi similarity 0.248 with MiniLM -> 0.55 with bge).","MiniLM's weak retrieval blocked TTL-first prose answering + capability.yaml removal on local; OpenAI embeddings would fix it but add cost, privacy exposure, latency, and a full re-index.","config.py defaults EMBEDDING_MODEL_LOCAL=BAAI/bge-large-en-v1.5 + EMBEDDING_DIMENSION_LOCAL=1024; embedding_service local max_chars 1024->2048 (bge 512-token window); orchestrator/Dockerfile bakes the model in (pre-download BEFORE the code copy so code changes do not re-download it) + HF_HUB_OFFLINE=1/TRANSFORMERS_OFFLINE=1 for a self-contained offline image. Migration: deleted + rebuilt all orchestrator-owned Qdrant collections at 1024-d (rag-service brick_schema is self-contained, untouched).",DEPLOYED,2026-07-14,"Live: model=bge-large, dim=1024; capability_bldg1 + documents_bldg1 rebuilt at 1024-d; 453 unit tests pass. Enabled reliable TTL-first prose (TODO-010) + cleared CAVEAT-015. TRADE-OFF: image ~1.3GB larger + slower CPU inference (embed ~1s; end-to-end query ~40s, dominated by the local LLM deepseek-r1:32b not bge). Optional future: dedicated TEI embedding container; bge query-instruction prefix for a small extra margin.",shared/config.py; orchestrator/services/embedding_service.py; orchestrator/Dockerfile; .env
CAVEAT-017,2026-07-14,routing,P3,Datasource-toggle gate intercepts informational policy questions,"The locked-capability / datasource-toggle gate (_check_locked_capability in _route_from_dialogue) intercepts queries mentioning a disabled datasource keyword (e.g. 'complaint', 'occupancy') and replies 'the X System is switched off - enable it', even when the query is an INFORMATIONAL policy question that a document answers (e.g. 'What are the room occupancy limits?' -> cap_occupancy_policies.md; 'How do I make a complaint?' -> cap_complaints_feedback.md).",The toggle gate keys on datasource keywords and runs BEFORE capability/document routing; it does not distinguish 'I want live X data' from 'what is the X policy'.,"Only intercept when the query truly needs the live datasource (data/metric intent), not for informational/policy phrasings; or let the capability document path answer policy questions and reserve the toggle message for data queries. Independent of capability.yaml.",FIXED (see FIX-030),2026-07-15,Fixed by WS-1 (FIX-030): the gate is now intent-aware and only fires for live-data intents. Verified live 2026-07-15.,orchestrator/workflow/_orchestrator.py
FEAT-018,2026-07-14,architecture,P2,"GUI <-> input/ two-way TTL sync (file is source of truth, GraphDB mirrors it)","Before: admin GUI ontology/capability writes touched GraphDB named graphs ONLY - never the input/ folder. So GUI-added triples lived only in the GraphDB volume (invisible in the project dir, lost on a volume reset) and a GUI 'drop' did not delete the input/ file (it reappeared on restart via ttl_uploader, gated by a stale SHA cache). The two directions (file->GraphDB on restart vs GUI->file) were inconsistent.","User requirement: an admin must be able to change the ontology BOTH in the GUI and by editing input/ files, and both must persist and agree across restarts.","New service orchestrator/services/input_ttl_store.py makes the input/ file the source of truth and GraphDB a mirror: GUI edits mutate input/<file>.ttl and re-sync its named graph urn:ontosage:ttl:<file> (the SAME graph ttl_uploader loads at startup), keeping the SHA cache consistent. Capabilities use rdflib for semantically-lossless triple add/remove into input/<bldg>_capabilities.ttl; the Ontology-tab upload persists file-graph uploads to input/<file> (merge on append) and its drop MOVES the file to input/.trash/ (reversible) then drops the graph. Every mutating write backs the file up to input/.trash/ first. Decisions: GUI-owned files (capabilities file + named file per upload); drop = backup-then-delete. Wired into capability_admin.create/delete + main.py upload/drop endpoints.",VERIFIED_LIVE,2026-07-14,"Live smoke (see TODO-014): GUI create/delete round-trips through the host file input/bldg1_capabilities.ttl with .trash backups, chatbot answers the GUI-added capability live, restore-from-backup confirmed. 10 new unit tests in tests/test_input_ttl_store.py (rdflib add/remove, idempotent replace, backup, trash-move, graph-URI alignment with ttl_uploader) + updated endpoint tests; 475 unit pass. TRADE-OFF: rdflib round-trip reformats a hand-curated capabilities file (comments/order lost; triples preserved; originals in .trash) on first GUI edit. Non-file 'custom:' graph uploads are still GraphDB-only (flagged persisted=false in the response). NOT committed (awaiting user review).",orchestrator/services/input_ttl_store.py; orchestrator/services/capability_admin.py; orchestrator/main.py; orchestrator/services/ttl_uploader.py; tests/test_input_ttl_store.py; tests/test_admin_ontology_endpoints.py; tests/test_admin_capability_endpoints.py
FIX-019,2026-07-14,correctness,P2,ttl_uploader skipped arbitrarily-named input/*.ttl on a clean load,"Startup TTL discovery only loaded flat files matching <bldg>_*.ttl (plus schema-token files). A legitimately-prefixed building TTL with a different name (e.g. input/equipment_linkage.ttl) was silently ignored on a clean GraphDB load. It appeared present only because the GraphDB volume persisted an older upload; a volume reset would lose it. Violated the 'use the input/ folder as-is, all TTL files considered' requirement.","discover_ttls used a re.compile(rf'^{building_id}_.*\.ttl$') name filter for the flat layout, so non-prefixed TTLs never entered the upload work list.","discover_ttls now loads EVERY top-level input/*.ttl that is not a shared schema (schema handled once by discover_schema_ttls), regardless of filename - matching the documented invariant that the active building's files sit directly under input/. Removed the unused re import + name-pattern.",VERIFIED_LIVE,2026-07-14,Direct discovery run + new regression test (test_discover_ttls_arbitrary_filename) confirm equipment_linkage.ttl + arbitrarily-named TTLs are discovered; Brick/schema still excluded from the per-bldg bucket. Live after orchestrator restart: '[ttl_uploader] equipment_linkage.ttl uploaded' and now tracked in the SHA cache. test_ttl_uploader.py 21 pass; full unit suite 475 pass.,orchestrator/services/ttl_uploader.py; tests/test_ttl_uploader.py
INFRA-020,2026-07-14,infrastructure,P2,Consolidate admin UIs into one console (config-panel :3001),"The ontology/capability admin features (guided capability add/delete, named-graph list+drop, TTL upload, SPARQL browser) lived only in the React frontend/ app, which had no production serving container (its only compose service is the commented-out test chat UI). Briefly stood up a separate nginx service on :3002 to serve the React build, but that created TWO admin UIs (config-panel :3001 + React :3002) - poor practice. Per user decision, converged on the existing config-panel (:3001).",Two admin frontends (vanilla-JS config-panel vs React portal) grew separately; the ontology/capability features existed only in the un-served React one.,"Ported the ontology/capability GUI into config-panel (vanilla JS, no build step): new 'Ontology' tab with guided capability add/delete (+add-capability modal), named-graph list+drop, TTL upload (validate+persist to input/), and read-only SPARQL browser - all via the existing api()/toast()/modal patterns and same-origin nginx proxy. Reverted the :3002 service (removed the compose block, container, and config/nginx-admin-portal.conf). config-panel is now the single admin console; OpenWebUI (:3000) remains the user chat frontend. The orphaned React frontend/ app (test-only) is left as-is.",VERIFIED_LIVE,2026-07-14,"node --check app.js OK; config-panel serves the new tab (bind-mounted, no rebuild). End-to-end via the :3001 proxy (the browser's own path): admin login + list capabilities (13), create BikeRepair_Yard -> success + file=/app/input/bldg1_capabilities.ttl, named graphs (17), SPARQL amenity COUNT -> 14, delete -> 13 (counts 13->14->13 OK). :3002 service + container + nginx conf removed; docker compose config still valid.",docker-compose.yml; config-panel/html/index.html; config-panel/html/app.js; config-panel/html/style.css
FIX-021,2026-07-15,correctness,P1,GUI capability delete could report success without persisting,"Deleting an amenity not in the GUI-managed capabilities file fell back to a graph-only delete_subject and never edited the owning input/ TTL, so it returned success but reappeared on the next restart; delete_subject also used a no-GRAPH DELETE WHERE that can miss named-graph triples on a stock GraphDB.","remove_amenity's fallback edited GraphDB only, not the source file; delete_subject's default-graph update is config-dependent.",remove_amenity now removes the subject from whichever input/*.ttl defines it (capabilities file or any other building TTL) so the deletion persists; only a subject in NO input file falls back to a (now durable) graph delete. delete_subject made GRAPH-scoped (clears default + all named graphs).,VERIFIED_LIVE,2026-07-15,GRAPH-scoped delete verified on a throwaway GraphDB graph (1 to 0); owning-file edit unit-tested; live create->delete round-trip 13->14->13 post-restart; 479 unit pass.,orchestrator/services/input_ttl_store.py; orchestrator/services/ontology_manager.py; tests/test_input_ttl_store.py
FIX-022,2026-07-15,reliability,P2,Non-atomic input/ TTL writes could blank the capabilities graph on a crash,input_ttl_store wrote files with truncate-in-place write_text; a crash mid-write leaves a truncated/empty TTL that ttl_uploader then PUT-replaces into an empty named graph (all amenities gone).,write_text truncates before writing; no atomic rename.,All writes go through _atomic_write (temp file in same dir + fsync + os.replace); original left intact on failure.,DEPLOYED,2026-07-15,Unit test: failed replace leaves original intact + no temp leak; live create/delete left no stray .tmp; 479 unit pass.,orchestrator/services/input_ttl_store.py; tests/test_input_ttl_store.py
